UserId,PlaceId,TimeVisited
670,1967,2018-01-03 15:25:37
328,482,2018-09-16 08:46:26
721,2442,2019-04-08 11:49:05
585,2217,2019-11-15 14:57:06
82,1307,2019-03-20 15:19:11
641,226,2019-10-05 10:53:32
812,2839,2018-01-03 20:17:06
98,1177,2019-02-14 19:55:38
136,646,2017-12-31 11:22:12
393,2600,2018-07-17 03:54:27
877,1663,2018-11-20 14:41:52
414,1916,2018-09-14 01:54:01
413,112,2019-11-11 04:03:49
421,2804,2019-01-01 22:36:45
218,661,2019-04-08 18:24:35
956,1204,2018-05-06 02:44:37
810,1945,2018-07-12 21:12:32
633,946,2019-10-17 19:34:14
586,1942,2018-11-27 10:29:12
295,1164,2019-08-26 15:01:03
874,2286,2019-07-07 23:44:23
210,2674,2019-04-03 03:30:30
913,1715,2019-05-24 17:02:02
253,2134,2017-11-28 22:26:15
791,442,2018-09-26 17:58:36
364,656,2018-11-08 17:19:58
721,1972,2018-12-31 21:21:58
371,687,2017-12-27 15:18:38
852,120,2018-03-10 04:28:13
967,1131,2019-08-01 17:23:54
134,864,2019-07-14 05:06:18
661,2662,2019-03-22 04:53:46
891,684,2018-01-12 00:29:27
487,2600,2018-02-19 06:05:24
652,368,2019-01-02 22:32:55
714,951,2018-08-25 03:30:53
874,2861,2018-07-22 13:45:22
618,1881,2018-04-09 03:55:35
932,2526,2018-09-01 04:11:28
533,1410,2018-08-12 16:44:50
123,2136,2018-01-29 08:32:41
812,1486,2019-02-18 12:43:33
264,235,2019-06-01 19:26:53
549,1607,2018-08-26 17:45:38
637,620,2018-07-24 20:10:22
950,1794,2019-10-25 12:36:50
507,393,2019-06-20 07:55:43
173,1648,2019-10-01 00:56:12
991,1029,2019-03-20 09:34:33
628,19,2019-05-18 01:33:50
217,311,2018-12-05 15:54:53
121,1248,2018-11-07 18:16:32
465,20,2018-10-25 00:57:28
477,263,2018-01-14 12:10:16
712,1957,2017-12-22 16:39:18
717,2663,2019-07-27 23:04:04
860,866,2018-04-16 10:01:32
580,1211,2018-05-20 18:26:44
999,2414,2018-05-13 05:26:52
409,84,2019-09-22 22:54:07
459,2119,2019-11-10 18:13:55
751,2563,2019-05-20 07:52:33
541,2390,2019-05-26 14:17:29
766,781,2019-07-20 00:40:16
896,2724,2018-02-27 20:49:24
539,80,2018-01-13 04:23:36
508,1031,2017-11-29 21:25:23
347,671,2017-12-03 06:59:28
380,92,2019-08-16 20:52:44
853,2158,2019-03-20 15:45:12
789,2120,2018-05-14 03:47:33
850,505,2018-02-02 10:32:31
222,2547,2019-09-27 19:58:07
438,421,2019-03-05 15:41:40
906,795,2019-06-15 02:15:28
150,1248,2018-06-17 04:35:48
256,2023,2018-08-02 20:18:05
676,191,2019-09-23 20:43:29
553,292,2018-11-03 00:35:43
392,2857,2018-09-04 08:15:35
470,1933,2017-11-23 09:14:27
505,1728,2018-05-28 01:17:59
642,881,2019-06-05 01:55:21
335,1198,2019-11-04 05:31:05
377,68,2018-11-07 21:02:04
501,1444,2019-08-25 23:19:47
819,1976,2018-04-04 09:09:41
745,163,2018-03-05 20:54:42
828,2675,2019-04-15 05:02:02
59,805,2019-08-20 00:06:35
910,164,2018-11-03 23:20:12
344,590,2017-12-23 04:40:16
914,1423,2019-05-24 10:41:28
121,144,2019-10-13 18:46:05
904,122,2018-02-24 08:57:10
996,2203,2017-12-14 14:43:32
22,2340,2019-10-23 01:07:38
795,1234,2019-08-19 23:11:44
34,2218,2018-11-06 05:09:55
170,2492,2019-09-24 16:30:06
436,1365,2018-10-29 18:24:27
828,2458,2018-05-31 00:19:55
315,1682,2019-01-28 03:42:45
774,60,2018-12-09 15:07:20
988,1902,2019-03-17 02:06:56
465,2165,2018-08-20 19:14:31
433,1731,2018-05-31 23:12:05
829,1408,2019-08-07 16:15:57
979,2118,2019-01-26 01:04:51
124,2276,2018-02-25 17:02:33
858,599,2019-08-23 22:42:53
970,1613,2018-11-10 07:20:54
827,274,2019-01-27 04:43:37
438,2430,2017-12-30 16:43:21
497,1162,2019-05-22 23:28:24
85,2762,2017-12-30 09:34:29
634,2850,2018-10-21 20:32:52
286,2735,2019-04-20 19:06:33
485,1862,2018-01-16 13:29:51
569,1996,2018-03-02 04:31:33
761,2493,2019-05-20 01:59:15
462,312,2018-08-09 10:35:03
940,252,2017-11-24 05:52:12
198,2043,2019-08-05 11:06:27
463,1013,2018-04-05 18:18:11
123,1103,2018-12-29 10:09:09
593,2603,2018-02-18 05:38:28
200,2061,2018-06-01 17:40:03
565,2211,2018-12-02 13:06:37
658,1262,2018-03-14 01:26:51
129,889,2019-06-26 08:36:24
200,1753,2018-10-05 03:11:23
607,2089,2018-08-16 06:10:35
176,1018,2018-01-14 18:52:43
998,2779,2019-06-10 09:22:10
185,2620,2018-07-27 03:35:28
681,547,2018-07-07 13:14:21
976,1851,2018-08-13 22:47:25
601,1683,2018-08-07 14:57:34
971,2725,2018-12-05 19:57:13
146,1247,2019-04-24 03:55:09
614,2444,2019-11-04 09:22:55
172,2786,2019-07-30 06:42:04
570,817,2019-05-15 16:35:07
625,1716,2018-11-14 17:47:54
209,2882,2018-10-06 06:45:58
61,1519,2019-06-09 08:01:07
795,498,2019-09-27 05:58:15
220,2184,2018-08-07 22:15:44
804,2843,2019-05-20 13:37:44
123,1878,2019-02-14 21:09:30
534,179,2019-02-20 06:39:44
667,82,2019-04-15 06:04:32
25,1322,2018-05-26 03:57:29
972,2696,2019-04-05 16:39:28
112,213,2019-02-03 10:07:25
918,1136,2019-11-16 03:15:39
702,2614,2018-04-05 01:46:44
35,2796,2019-02-18 00:41:47
110,983,2018-03-21 21:29:43
958,2691,2018-09-02 18:48:14
803,2841,2017-11-21 00:31:19
592,457,2019-06-17 14:25:27
803,2161,2019-08-20 06:54:53
309,416,2018-09-14 03:07:38
507,597,2019-08-02 00:31:29
178,2021,2018-08-02 00:59:38
998,58,2019-03-01 23:24:58
97,1131,2019-02-26 10:23:23
87,190,2018-09-28 03:01:48
770,1732,2018-03-06 12:37:38
455,2512,2018-02-08 11:21:44
802,930,2019-11-19 07:43:08
48,945,2018-12-25 22:42:55
891,885,2018-11-22 23:13:28
990,1103,2019-07-25 21:27:47
477,2099,2019-02-23 20:50:06
845,1687,2018-04-19 14:47:49
354,1273,2018-07-31 06:19:26
814,670,2018-12-18 01:29:13
138,62,2017-12-25 08:52:46
976,1627,2018-11-20 05:07:41
865,2250,2018-03-27 13:26:44
993,2252,2019-05-29 10:39:05
344,827,2019-05-23 10:45:40
483,1113,2018-08-23 09:00:59
798,326,2018-06-20 19:07:00
930,703,2018-12-07 07:52:11
41,284,2018-08-16 13:41:07
370,2850,2018-03-19 17:53:26
178,881,2019-10-24 14:24:20
510,2421,2019-10-25 14:10:25
817,2525,2018-09-13 23:00:57
686,1026,2018-05-23 12:54:53
604,2554,2019-07-11 19:57:12
334,256,2018-09-14 07:57:04
18,2481,2019-03-03 08:10:16
766,2345,2018-12-06 03:26:16
496,2292,2018-05-16 18:24:14
159,2131,2018-11-11 18:19:23
742,1898,2018-06-09 01:37:45
683,265,2019-10-13 19:01:51
538,2369,2019-05-17 04:04:38
448,1914,2019-01-31 22:03:46
368,1309,2018-04-13 11:46:29
219,1340,2018-10-09 12:03:35
610,2440,2018-11-23 01:38:07
752,1052,2019-03-06 19:51:30
335,662,2018-03-28 21:52:21
